date_sk, full_date,day_since_2005 ,month_since_2005,day_of_week,calendar_month , calendar_year , calendar_year_month ,day_of_month , day_of_year , week_of_year_sunday , year_week_sunday , week_sunday_start , week_of_year_monday , year_week_monday , week_monday_start, holiday ,day_type ,quarter_of_year , quarter_since_2005
7054,2000-04-24,7054,232,Monday,April,2000,2000-Apr,24,115,17,2000-W17,2000-04-23,17,2000-W17,2000-04-24,Non-Holiday,Weekday,2000-Q2,78
7055,2000-04-25,7055,232,Tuesday,April,2000,2000-Apr,25,116,17,2000-W17,2000-04-23,17,2000-W17,2000-04-24,Non-Holiday,Weekday,2000-Q2,78
7056,2000-04-26,7056,232,Wednesday,April,2000,2000-Apr,26,117,17,2000-W17,2000-04-23,17,2000-W17,2000-04-24,Non-Holiday,Weekday,2000-Q2,78
7057,2000-04-27,7057,232,Thursday,April,2000,2000-Apr,27,118,17,2000-W17,2000-04-23,17,2000-W17,2000-04-24,Non-Holiday,Weekday,2000-Q2,78
7058,2000-04-28,7058,232,Friday,April,2000,2000-Apr,28,119,17,2000-W17,2000-04-23,17,2000-W17,2000-04-24,Non-Holiday,Weekday,2000-Q2,78
7059,2000-04-29,7059,232,Saturday,April,2000,2000-Apr,29,120,17,2000-W17,2000-04-23,17,2000-W17,2000-04-24,Non-Holiday,Weekend,2000-Q2,78
7060,2000-04-30,7060,232,Sunday,April,2000,2000-Apr,30,121,18,2000-W18,2000-04-30,17,2000-W17,2000-04-24,Non-Holiday,Weekend,2000-Q2,78
7061,2000-05-01,7061,233,Monday,May,2000,2000-May,1,122,18,2000-W18,2000-04-30,18,2000-W18,2000-05-01,Non-Holiday,Weekday,2000-Q2,78
7062,2000-05-02,7062,233,Tuesday,May,2000,2000-May,2,123,18,2000-W18,2000-04-30,18,2000-W18,2000-05-01,Non-Holiday,Weekday,2000-Q2,78
7063,2000-05-03,7063,233,Wednesday,May,2000,2000-May,3,124,18,2000-W18,2000-04-30,18,2000-W18,2000-05-01,Non-Holiday,Weekday,2000-Q2,78
7064,2000-05-04,7064,233,Thursday,May,2000,2000-May,4,125,18,2000-W18,2000-04-30,18,2000-W18,2000-05-01,Non-Holiday,Weekday,2000-Q2,78
7065,2000-05-05,7065,233,Friday,May,2000,2000-May,5,126,18,2000-W18,2000-04-30,18,2000-W18,2000-05-01,Non-Holiday,Weekday,2000-Q2,78
7066,2000-05-06,7066,233,Saturday,May,2000,2000-May,6,127,18,2000-W18,2000-04-30,18,2000-W18,2000-05-01,Non-Holiday,Weekend,2000-Q2,78
7067,2000-05-07,7067,233,Sunday,May,2000,2000-May,7,128,19,2000-W19,2000-05-07,18,2000-W18,2000-05-01,Non-Holiday,Weekend,2000-Q2,78
7068,2000-05-08,7068,233,Monday,May,2000,2000-May,8,129,19,2000-W19,2000-05-07,19,2000-W19,2000-05-08,Non-Holiday,Weekday,2000-Q2,78
7069,2000-05-09,7069,233,Tuesday,May,2000,2000-May,9,130,19,2000-W19,2000-05-07,19,2000-W19,2000-05-08,Non-Holiday,Weekday,2000-Q2,78
7070,2000-05-10,7070,233,Wednesday,May,2000,2000-May,10,131,19,2000-W19,2000-05-07,19,2000-W19,2000-05-08,Non-Holiday,Weekday,2000-Q2,78
7071,2000-05-11,7071,233,Thursday,May,2000,2000-May,11,132,19,2000-W19,2000-05-07,19,2000-W19,2000-05-08,Non-Holiday,Weekday,2000-Q2,78
7072,2000-05-12,7072,233,Friday,May,2000,2000-May,12,133,19,2000-W19,2000-05-07,19,2000-W19,2000-05-08,Non-Holiday,Weekday,2000-Q2,78
7073,2000-05-13,7073,233,Saturday,May,2000,2000-May,13,134,19,2000-W19,2000-05-07,19,2000-W19,2000-05-08,Non-Holiday,Weekend,2000-Q2,78
7074,2000-05-14,7074,233,Sunday,May,2000,2000-May,14,135,20,2000-W20,2000-05-14,19,2000-W19,2000-05-08,Non-Holiday,Weekend,2000-Q2,78
7075,2000-05-15,7075,233,Monday,May,2000,2000-May,15,136,20,2000-W20,2000-05-14,20,2000-W20,2000-05-15,Non-Holiday,Weekday,2000-Q2,78
7076,2000-05-16,7076,233,Tuesday,May,2000,2000-May,16,137,20,2000-W20,2000-05-14,20,2000-W20,2000-05-15,Non-Holiday,Weekday,2000-Q2,78
7077,2000-05-17,7077,233,Wednesday,May,2000,2000-May,17,138,20,2000-W20,2000-05-14,20,2000-W20,2000-05-15,Non-Holiday,Weekday,2000-Q2,78
7078,2000-05-18,7078,233,Thursday,May,2000,2000-May,18,139,20,2000-W20,2000-05-14,20,2000-W20,2000-05-15,Non-Holiday,Weekday,2000-Q2,78
7079,2000-05-19,7079,233,Friday,May,2000,2000-May,19,140,20,2000-W20,2000-05-14,20,2000-W20,2000-05-15,Non-Holiday,Weekday,2000-Q2,78
7080,2000-05-20,7080,233,Saturday,May,2000,2000-May,20,141,20,2000-W20,2000-05-14,20,2000-W20,2000-05-15,Non-Holiday,Weekend,2000-Q2,78
7081,2000-05-21,7081,233,Sunday,May,2000,2000-May,21,142,21,2000-W21,2000-05-21,20,2000-W20,2000-05-15,Non-Holiday,Weekend,2000-Q2,78
7082,2000-05-22,7082,233,Monday,May,2000,2000-May,22,143,21,2000-W21,2000-05-21,21,2000-W21,2000-05-22,Non-Holiday,Weekday,2000-Q2,78
7083,2000-05-23,7083,233,Tuesday,May,2000,2000-May,23,144,21,2000-W21,2000-05-21,21,2000-W21,2000-05-22,Non-Holiday,Weekday,2000-Q2,78
7084,2000-05-24,7084,233,Wednesday,May,2000,2000-May,24,145,21,2000-W21,2000-05-21,21,2000-W21,2000-05-22,Non-Holiday,Weekday,2000-Q2,78
7085,2000-05-25,7085,233,Thursday,May,2000,2000-May,25,146,21,2000-W21,2000-05-21,21,2000-W21,2000-05-22,Non-Holiday,Weekday,2000-Q2,78
7086,2000-05-26,7086,233,Friday,May,2000,2000-May,26,147,21,2000-W21,2000-05-21,21,2000-W21,2000-05-22,Non-Holiday,Weekday,2000-Q2,78
7087,2000-05-27,7087,233,Saturday,May,2000,2000-May,27,148,21,2000-W21,2000-05-21,21,2000-W21,2000-05-22,Non-Holiday,Weekend,2000-Q2,78
7088,2000-05-28,7088,233,Sunday,May,2000,2000-May,28,149,22,2000-W22,2000-05-28,21,2000-W21,2000-05-22,Non-Holiday,Weekend,2000-Q2,78
7089,2000-05-29,7089,233,Monday,May,2000,2000-May,29,150,22,2000-W22,2000-05-28,22,2000-W22,2000-05-29,Non-Holiday,Weekday,2000-Q2,78
7090,2000-05-30,7090,233,Tuesday,May,2000,2000-May,30,151,22,2000-W22,2000-05-28,22,2000-W22,2000-05-29,Non-Holiday,Weekday,2000-Q2,78
7091,2000-05-31,7091,233,Wednesday,May,2000,2000-May,31,152,22,2000-W22,2000-05-28,22,2000-W22,2000-05-29,Non-Holiday,Weekday,2000-Q2,78
7092,2000-06-01,7092,234,Thursday,June,2000,2000-Jun,1,153,22,2000-W22,2000-05-28,22,2000-W22,2000-05-29,Non-Holiday,Weekday,2000-Q2,78
7093,2000-06-02,7093,234,Friday,June,2000,2000-Jun,2,154,22,2000-W22,2000-05-28,22,2000-W22,2000-05-29,Non-Holiday,Weekday,2000-Q2,78
7094,2000-06-03,7094,234,Saturday,June,2000,2000-Jun,3,155,22,2000-W22,2000-05-28,22,2000-W22,2000-05-29,Non-Holiday,Weekend,2000-Q2,78
7095,2000-06-04,7095,234,Sunday,June,2000,2000-Jun,4,156,23,2000-W23,2000-06-04,22,2000-W22,2000-05-29,Non-Holiday,Weekend,2000-Q2,78
7096,2000-06-05,7096,234,Monday,June,2000,2000-Jun,5,157,23,2000-W23,2000-06-04,23,2000-W23,2000-06-05,Non-Holiday,Weekday,2000-Q2,78
7097,2000-06-06,7097,234,Tuesday,June,2000,2000-Jun,6,158,23,2000-W23,2000-06-04,23,2000-W23,2000-06-05,Non-Holiday,Weekday,2000-Q2,78
7098,2000-06-07,7098,234,Wednesday,June,2000,2000-Jun,7,159,23,2000-W23,2000-06-04,23,2000-W23,2000-06-05,Non-Holiday,Weekday,2000-Q2,78
7099,2000-06-08,7099,234,Thursday,June,2000,2000-Jun,8,160,23,2000-W23,2000-06-04,23,2000-W23,2000-06-05,Non-Holiday,Weekday,2000-Q2,78
7100,2000-06-09,7100,234,Friday,June,2000,2000-Jun,9,161,23,2000-W23,2000-06-04,23,2000-W23,2000-06-05,Non-Holiday,Weekday,2000-Q2,78
7101,2000-06-10,7101,234,Saturday,June,2000,2000-Jun,10,162,23,2000-W23,2000-06-04,23,2000-W23,2000-06-05,Non-Holiday,Weekend,2000-Q2,78
7102,2000-06-11,7102,234,Sunday,June,2000,2000-Jun,11,163,24,2000-W24,2000-06-11,23,2000-W23,2000-06-05,Non-Holiday,Weekend,2000-Q2,78
7103,2000-06-12,7103,234,Monday,June,2000,2000-Jun,12,164,24,2000-W24,2000-06-11,24,2000-W24,2000-06-12,Non-Holiday,Weekday,2000-Q2,78
7104,2000-06-13,7104,234,Tuesday,June,2000,2000-Jun,13,165,24,2000-W24,2000-06-11,24,2000-W24,2000-06-12,Non-Holiday,Weekday,2000-Q2,78
7105,2000-06-14,7105,234,Wednesday,June,2000,2000-Jun,14,166,24,2000-W24,2000-06-11,24,2000-W24,2000-06-12,Non-Holiday,Weekday,2000-Q2,78
7106,2000-06-15,7106,234,Thursday,June,2000,2000-Jun,15,167,24,2000-W24,2000-06-11,24,2000-W24,2000-06-12,Non-Holiday,Weekday,2000-Q2,78
7107,2000-06-16,7107,234,Friday,June,2000,2000-Jun,16,168,24,2000-W24,2000-06-11,24,2000-W24,2000-06-12,Non-Holiday,Weekday,2000-Q2,78
7108,2000-06-17,7108,234,Saturday,June,2000,2000-Jun,17,169,24,2000-W24,2000-06-11,24,2000-W24,2000-06-12,Non-Holiday,Weekend,2000-Q2,78
7109,2000-06-18,7109,234,Sunday,June,2000,2000-Jun,18,170,25,2000-W25,2000-06-18,24,2000-W24,2000-06-12,Non-Holiday,Weekend,2000-Q2,78
7110,2000-06-19,7110,234,Monday,June,2000,2000-Jun,19,171,25,2000-W25,2000-06-18,25,2000-W25,2000-06-19,Non-Holiday,Weekday,2000-Q2,78
7111,2000-06-20,7111,234,Tuesday,June,2000,2000-Jun,20,172,25,2000-W25,2000-06-18,25,2000-W25,2000-06-19,Non-Holiday,Weekday,2000-Q2,78
7112,2000-06-21,7112,234,Wednesday,June,2000,2000-Jun,21,173,25,2000-W25,2000-06-18,25,2000-W25,2000-06-19,Non-Holiday,Weekday,2000-Q2,78
7113,2000-06-22,7113,234,Thursday,June,2000,2000-Jun,22,174,25,2000-W25,2000-06-18,25,2000-W25,2000-06-19,Non-Holiday,Weekday,2000-Q2,78
7114,2000-06-23,7114,234,Friday,June,2000,2000-Jun,23,175,25,2000-W25,2000-06-18,25,2000-W25,2000-06-19,Non-Holiday,Weekday,2000-Q2,78
7115,2000-06-24,7115,234,Saturday,June,2000,2000-Jun,24,176,25,2000-W25,2000-06-18,25,2000-W25,2000-06-19,Non-Holiday,Weekend,2000-Q2,78
7116,2000-06-25,7116,234,Sunday,June,2000,2000-Jun,25,177,26,2000-W26,2000-06-25,25,2000-W25,2000-06-19,Non-Holiday,Weekend,2000-Q2,78
7117,2000-06-26,7117,234,Monday,June,2000,2000-Jun,26,178,26,2000-W26,2000-06-25,26,2000-W26,2000-06-26,Non-Holiday,Weekday,2000-Q2,78
7118,2000-06-27,7118,234,Tuesday,June,2000,2000-Jun,27,179,26,2000-W26,2000-06-25,26,2000-W26,2000-06-26,Non-Holiday,Weekday,2000-Q2,78
7119,2000-06-28,7119,234,Wednesday,June,2000,2000-Jun,28,180,26,2000-W26,2000-06-25,26,2000-W26,2000-06-26,Non-Holiday,Weekday,2000-Q2,78
7120,2000-06-29,7120,234,Thursday,June,2000,2000-Jun,29,181,26,2000-W26,2000-06-25,26,2000-W26,2000-06-26,Non-Holiday,Weekday,2000-Q2,78
7121,2000-06-30,7121,234,Friday,June,2000,2000-Jun,30,182,26,2000-W26,2000-06-25,26,2000-W26,2000-06-26,Non-Holiday,Weekday,2000-Q2,78
7122,2000-07-01,7122,235,Saturday,July,2000,2000-Jul,1,183,26,2000-W26,2000-06-25,26,2000-W26,2000-06-26,Non-Holiday,Weekend,2000-Q3,79
7123,2000-07-02,7123,235,Sunday,July,2000,2000-Jul,2,184,27,2000-W27,2000-07-02,26,2000-W26,2000-06-26,Non-Holiday,Weekend,2000-Q3,79
7124,2000-07-03,7124,235,Monday,July,2000,2000-Jul,3,185,27,2000-W27,2000-07-02,27,2000-W27,2000-07-03,Non-Holiday,Weekday,2000-Q3,79
7125,2000-07-04,7125,235,Tuesday,July,2000,2000-Jul,4,186,27,2000-W27,2000-07-02,27,2000-W27,2000-07-03,Non-Holiday,Weekday,2000-Q3,79
7126,2000-07-05,7126,235,Wednesday,July,2000,2000-Jul,5,187,27,2000-W27,2000-07-02,27,2000-W27,2000-07-03,Non-Holiday,Weekday,2000-Q3,79
7127,2000-07-06,7127,235,Thursday,July,2000,2000-Jul,6,188,27,2000-W27,2000-07-02,27,2000-W27,2000-07-03,Non-Holiday,Weekday,2000-Q3,79
7128,2000-07-07,7128,235,Friday,July,2000,2000-Jul,7,189,27,2000-W27,2000-07-02,27,2000-W27,2000-07-03,Non-Holiday,Weekday,2000-Q3,79
7129,2000-07-08,7129,235,Saturday,July,2000,2000-Jul,8,190,27,2000-W27,2000-07-02,27,2000-W27,2000-07-03,Non-Holiday,Weekend,2000-Q3,79
7130,2000-07-09,7130,235,Sunday,July,2000,2000-Jul,9,191,28,2000-W28,2000-07-09,27,2000-W27,2000-07-03,Non-Holiday,Weekend,2000-Q3,79
7131,2000-07-10,7131,235,Monday,July,2000,2000-Jul,10,192,28,2000-W28,2000-07-09,28,2000-W28,2000-07-10,Non-Holiday,Weekday,2000-Q3,79
7132,2000-07-11,7132,235,Tuesday,July,2000,2000-Jul,11,193,28,2000-W28,2000-07-09,28,2000-W28,2000-07-10,Non-Holiday,Weekday,2000-Q3,79
7133,2000-07-12,7133,235,Wednesday,July,2000,2000-Jul,12,194,28,2000-W28,2000-07-09,28,2000-W28,2000-07-10,Non-Holiday,Weekday,2000-Q3,79
7134,2000-07-13,7134,235,Thursday,July,2000,2000-Jul,13,195,28,2000-W28,2000-07-09,28,2000-W28,2000-07-10,Non-Holiday,Weekday,2000-Q3,79
7135,2000-07-14,7135,235,Friday,July,2000,2000-Jul,14,196,28,2000-W28,2000-07-09,28,2000-W28,2000-07-10,Non-Holiday,Weekday,2000-Q3,79
7136,2000-07-15,7136,235,Saturday,July,2000,2000-Jul,15,197,28,2000-W28,2000-07-09,28,2000-W28,2000-07-10,Non-Holiday,Weekend,2000-Q3,79
7137,2000-07-16,7137,235,Sunday,July,2000,2000-Jul,16,198,29,2000-W29,2000-07-16,28,2000-W28,2000-07-10,Non-Holiday,Weekend,2000-Q3,79
7138,2000-07-17,7138,235,Monday,July,2000,2000-Jul,17,199,29,2000-W29,2000-07-16,29,2000-W29,2000-07-17,Non-Holiday,Weekday,2000-Q3,79
7139,2000-07-18,7139,235,Tuesday,July,2000,2000-Jul,18,200,29,2000-W29,2000-07-16,29,2000-W29,2000-07-17,Non-Holiday,Weekday,2000-Q3,79
7140,2000-07-19,7140,235,Wednesday,July,2000,2000-Jul,19,201,29,2000-W29,2000-07-16,29,2000-W29,2000-07-17,Non-Holiday,Weekday,2000-Q3,79
7141,2000-07-20,7141,235,Thursday,July,2000,2000-Jul,20,202,29,2000-W29,2000-07-16,29,2000-W29,2000-07-17,Non-Holiday,Weekday,2000-Q3,79
7142,2000-07-21,7142,235,Friday,July,2000,2000-Jul,21,203,29,2000-W29,2000-07-16,29,2000-W29,2000-07-17,Non-Holiday,Weekday,2000-Q3,79
7143,2000-07-22,7143,235,Saturday,July,2000,2000-Jul,22,204,29,2000-W29,2000-07-16,29,2000-W29,2000-07-17,Non-Holiday,Weekend,2000-Q3,79
7144,2000-07-23,7144,235,Sunday,July,2000,2000-Jul,23,205,30,2000-W30,2000-07-23,29,2000-W29,2000-07-17,Non-Holiday,Weekend,2000-Q3,79
7145,2000-07-24,7145,235,Monday,July,2000,2000-Jul,24,206,30,2000-W30,2000-07-23,30,2000-W30,2000-07-24,Non-Holiday,Weekday,2000-Q3,79
7146,2000-07-25,7146,235,Tuesday,July,2000,2000-Jul,25,207,30,2000-W30,2000-07-23,30,2000-W30,2000-07-24,Non-Holiday,Weekday,2000-Q3,79
7147,2000-07-26,7147,235,Wednesday,July,2000,2000-Jul,26,208,30,2000-W30,2000-07-23,30,2000-W30,2000-07-24,Non-Holiday,Weekday,2000-Q3,79
7148,2000-07-27,7148,235,Thursday,July,2000,2000-Jul,27,209,30,2000-W30,2000-07-23,30,2000-W30,2000-07-24,Non-Holiday,Weekday,2000-Q3,79
7149,2000-07-28,7149,235,Friday,July,2000,2000-Jul,28,210,30,2000-W30,2000-07-23,30,2000-W30,2000-07-24,Non-Holiday,Weekday,2000-Q3,79
7150,2000-07-29,7150,235,Saturday,July,2000,2000-Jul,29,211,30,2000-W30,2000-07-23,30,2000-W30,2000-07-24,Non-Holiday,Weekend,2000-Q3,79
7151,2000-07-30,7151,235,Sunday,July,2000,2000-Jul,30,212,31,2000-W31,2000-07-30,30,2000-W30,2000-07-24,Non-Holiday,Weekend,2000-Q3,79
7152,2000-07-31,7152,235,Monday,July,2000,2000-Jul,31,213,31,2000-W31,2000-07-30,31,2000-W31,2000-07-31,Non-Holiday,Weekday,2000-Q3,79
7153,2000-08-01,7153,236,Tuesday,August,2000,2000-Aug,1,214,31,2000-W31,2000-07-30,31,2000-W31,2000-07-31,Non-Holiday,Weekday,2000-Q3,79
7154,2000-08-02,7154,236,Wednesday,August,2000,2000-Aug,2,215,31,2000-W31,2000-07-30,31,2000-W31,2000-07-31,Non-Holiday,Weekday,2000-Q3,79
7155,2000-08-03,7155,236,Thursday,August,2000,2000-Aug,3,216,31,2000-W31,2000-07-30,31,2000-W31,2000-07-31,Non-Holiday,Weekday,2000-Q3,79
7156,2000-08-04,7156,236,Friday,August,2000,2000-Aug,4,217,31,2000-W31,2000-07-30,31,2000-W31,2000-07-31,Non-Holiday,Weekday,2000-Q3,79
7157,2000-08-05,7157,236,Saturday,August,2000,2000-Aug,5,218,31,2000-W31,2000-07-30,31,2000-W31,2000-07-31,Non-Holiday,Weekend,2000-Q3,79
7158,2000-08-06,7158,236,Sunday,August,2000,2000-Aug,6,219,32,2000-W32,2000-08-06,31,2000-W31,2000-07-31,Non-Holiday,Weekend,2000-Q3,79
7159,2000-08-07,7159,236,Monday,August,2000,2000-Aug,7,220,32,2000-W32,2000-08-06,32,2000-W32,2000-08-07,Non-Holiday,Weekday,2000-Q3,79
7160,2000-08-08,7160,236,Tuesday,August,2000,2000-Aug,8,221,32,2000-W32,2000-08-06,32,2000-W32,2000-08-07,Non-Holiday,Weekday,2000-Q3,79
7161,2000-08-09,7161,236,Wednesday,August,2000,2000-Aug,9,222,32,2000-W32,2000-08-06,32,2000-W32,2000-08-07,Non-Holiday,Weekday,2000-Q3,79
7162,2000-08-10,7162,236,Thursday,August,2000,2000-Aug,10,223,32,2000-W32,2000-08-06,32,2000-W32,2000-08-07,Non-Holiday,Weekday,2000-Q3,79
7163,2000-08-11,7163,236,Friday,August,2000,2000-Aug,11,224,32,2000-W32,2000-08-06,32,2000-W32,2000-08-07,Non-Holiday,Weekday,2000-Q3,79
7164,2000-08-12,7164,236,Saturday,August,2000,2000-Aug,12,225,32,2000-W32,2000-08-06,32,2000-W32,2000-08-07,Non-Holiday,Weekend,2000-Q3,79
7165,2000-08-13,7165,236,Sunday,August,2000,2000-Aug,13,226,33,2000-W33,2000-08-13,32,2000-W32,2000-08-07,Non-Holiday,Weekend,2000-Q3,79
7166,2000-08-14,7166,236,Monday,August,2000,2000-Aug,14,227,33,2000-W33,2000-08-13,33,2000-W33,2000-08-14,Non-Holiday,Weekday,2000-Q3,79
7167,2000-08-15,7167,236,Tuesday,August,2000,2000-Aug,15,228,33,2000-W33,2000-08-13,33,2000-W33,2000-08-14,Non-Holiday,Weekday,2000-Q3,79
7168,2000-08-16,7168,236,Wednesday,August,2000,2000-Aug,16,229,33,2000-W33,2000-08-13,33,2000-W33,2000-08-14,Non-Holiday,Weekday,2000-Q3,79
7169,2000-08-17,7169,236,Thursday,August,2000,2000-Aug,17,230,33,2000-W33,2000-08-13,33,2000-W33,2000-08-14,Non-Holiday,Weekday,2000-Q3,79
7170,2000-08-18,7170,236,Friday,August,2000,2000-Aug,18,231,33,2000-W33,2000-08-13,33,2000-W33,2000-08-14,Non-Holiday,Weekday,2000-Q3,79
7171,2000-08-19,7171,236,Saturday,August,2000,2000-Aug,19,232,33,2000-W33,2000-08-13,33,2000-W33,2000-08-14,Non-Holiday,Weekend,2000-Q3,79
7172,2000-08-20,7172,236,Sunday,August,2000,2000-Aug,20,233,34,2000-W34,2000-08-20,33,2000-W33,2000-08-14,Non-Holiday,Weekend,2000-Q3,79
7173,2000-08-21,7173,236,Monday,August,2000,2000-Aug,21,234,34,2000-W34,2000-08-20,34,2000-W34,2000-08-21,Non-Holiday,Weekday,2000-Q3,79
7174,2000-08-22,7174,236,Tuesday,August,2000,2000-Aug,22,235,34,2000-W34,2000-08-20,34,2000-W34,2000-08-21,Non-Holiday,Weekday,2000-Q3,79
7175,2000-08-23,7175,236,Wednesday,August,2000,2000-Aug,23,236,34,2000-W34,2000-08-20,34,2000-W34,2000-08-21,Non-Holiday,Weekday,2000-Q3,79
7176,2000-08-24,7176,236,Thursday,August,2000,2000-Aug,24,237,34,2000-W34,2000-08-20,34,2000-W34,2000-08-21,Non-Holiday,Weekday,2000-Q3,79
7177,2000-08-25,7177,236,Friday,August,2000,2000-Aug,25,238,34,2000-W34,2000-08-20,34,2000-W34,2000-08-21,Non-Holiday,Weekday,2000-Q3,79
7178,2000-08-26,7178,236,Saturday,August,2000,2000-Aug,26,239,34,2000-W34,2000-08-20,34,2000-W34,2000-08-21,Non-Holiday,Weekend,2000-Q3,79
7179,2000-08-27,7179,236,Sunday,August,2000,2000-Aug,27,240,35,2000-W35,2000-08-27,34,2000-W34,2000-08-21,Non-Holiday,Weekend,2000-Q3,79
7180,2000-08-28,7180,236,Monday,August,2000,2000-Aug,28,241,35,2000-W35,2000-08-27,35,2000-W35,2000-08-28,Non-Holiday,Weekday,2000-Q3,79
7181,2000-08-29,7181,236,Tuesday,August,2000,2000-Aug,29,242,35,2000-W35,2000-08-27,35,2000-W35,2000-08-28,Non-Holiday,Weekday,2000-Q3,79
7182,2000-08-30,7182,236,Wednesday,August,2000,2000-Aug,30,243,35,2000-W35,2000-08-27,35,2000-W35,2000-08-28,Non-Holiday,Weekday,2000-Q3,79
7183,2000-08-31,7183,236,Thursday,August,2000,2000-Aug,31,244,35,2000-W35,2000-08-27,35,2000-W35,2000-08-28,Non-Holiday,Weekday,2000-Q3,79
7184,2000-09-01,7184,237,Friday,September,2000,2000-Sep,1,245,35,2000-W35,2000-08-27,35,2000-W35,2000-08-28,Non-Holiday,Weekday,2000-Q3,79
7185,2000-09-02,7185,237,Saturday,September,2000,2000-Sep,2,246,35,2000-W35,2000-08-27,35,2000-W35,2000-08-28,Non-Holiday,Weekend,2000-Q3,79
7186,2000-09-03,7186,237,Sunday,September,2000,2000-Sep,3,247,36,2000-W36,2000-09-03,35,2000-W35,2000-08-28,Non-Holiday,Weekend,2000-Q3,79
7187,2000-09-04,7187,237,Monday,September,2000,2000-Sep,4,248,36,2000-W36,2000-09-03,36,2000-W36,2000-09-04,Non-Holiday,Weekday,2000-Q3,79
7188,2000-09-05,7188,237,Tuesday,September,2000,2000-Sep,5,249,36,2000-W36,2000-09-03,36,2000-W36,2000-09-04,Non-Holiday,Weekday,2000-Q3,79
7189,2000-09-06,7189,237,Wednesday,September,2000,2000-Sep,6,250,36,2000-W36,2000-09-03,36,2000-W36,2000-09-04,Non-Holiday,Weekday,2000-Q3,79
7190,2000-09-07,7190,237,Thursday,September,2000,2000-Sep,7,251,36,2000-W36,2000-09-03,36,2000-W36,2000-09-04,Non-Holiday,Weekday,2000-Q3,79
7191,2000-09-08,7191,237,Friday,September,2000,2000-Sep,8,252,36,2000-W36,2000-09-03,36,2000-W36,2000-09-04,Non-Holiday,Weekday,2000-Q3,79
7192,2000-09-09,7192,237,Saturday,September,2000,2000-Sep,9,253,36,2000-W36,2000-09-03,36,2000-W36,2000-09-04,Non-Holiday,Weekend,2000-Q3,79
7193,2000-09-10,7193,237,Sunday,September,2000,2000-Sep,10,254,37,2000-W37,2000-09-10,36,2000-W36,2000-09-04,Non-Holiday,Weekend,2000-Q3,79
7194,2000-09-11,7194,237,Monday,September,2000,2000-Sep,11,255,37,2000-W37,2000-09-10,37,2000-W37,2000-09-11,Non-Holiday,Weekday,2000-Q3,79
7195,2000-09-12,7195,237,Tuesday,September,2000,2000-Sep,12,256,37,2000-W37,2000-09-10,37,2000-W37,2000-09-11,Non-Holiday,Weekday,2000-Q3,79
7196,2000-09-13,7196,237,Wednesday,September,2000,2000-Sep,13,257,37,2000-W37,2000-09-10,37,2000-W37,2000-09-11,Non-Holiday,Weekday,2000-Q3,79
7197,2000-09-14,7197,237,Thursday,September,2000,2000-Sep,14,258,37,2000-W37,2000-09-10,37,2000-W37,2000-09-11,Non-Holiday,Weekday,2000-Q3,79
7198,2000-09-15,7198,237,Friday,September,2000,2000-Sep,15,259,37,2000-W37,2000-09-10,37,2000-W37,2000-09-11,Non-Holiday,Weekday,2000-Q3,79
7199,2000-09-16,7199,237,Saturday,September,2000,2000-Sep,16,260,37,2000-W37,2000-09-10,37,2000-W37,2000-09-11,Non-Holiday,Weekend,2000-Q3,79
7200,2000-09-17,7200,237,Sunday,September,2000,2000-Sep,17,261,38,2000-W38,2000-09-17,37,2000-W37,2000-09-11,Non-Holiday,Weekend,2000-Q3,79
7201,2000-09-18,7201,237,Monday,September,2000,2000-Sep,18,262,38,2000-W38,2000-09-17,38,2000-W38,2000-09-18,Non-Holiday,Weekday,2000-Q3,79
7202,2000-09-19,7202,237,Tuesday,September,2000,2000-Sep,19,263,38,2000-W38,2000-09-17,38,2000-W38,2000-09-18,Non-Holiday,Weekday,2000-Q3,79
7203,2000-09-20,7203,237,Wednesday,September,2000,2000-Sep,20,264,38,2000-W38,2000-09-17,38,2000-W38,2000-09-18,Non-Holiday,Weekday,2000-Q3,79
7204,2000-09-21,7204,237,Thursday,September,2000,2000-Sep,21,265,38,2000-W38,2000-09-17,38,2000-W38,2000-09-18,Non-Holiday,Weekday,2000-Q3,79
7205,2000-09-22,7205,237,Friday,September,2000,2000-Sep,22,266,38,2000-W38,2000-09-17,38,2000-W38,2000-09-18,Non-Holiday,Weekday,2000-Q3,79
7206,2000-09-23,7206,237,Saturday,September,2000,2000-Sep,23,267,38,2000-W38,2000-09-17,38,2000-W38,2000-09-18,Non-Holiday,Weekend,2000-Q3,79
7207,2000-09-24,7207,237,Sunday,September,2000,2000-Sep,24,268,39,2000-W39,2000-09-24,38,2000-W38,2000-09-18,Non-Holiday,Weekend,2000-Q3,79
7208,2000-09-25,7208,237,Monday,September,2000,2000-Sep,25,269,39,2000-W39,2000-09-24,39,2000-W39,2000-09-25,Non-Holiday,Weekday,2000-Q3,79
7209,2000-09-26,7209,237,Tuesday,September,2000,2000-Sep,26,270,39,2000-W39,2000-09-24,39,2000-W39,2000-09-25,Non-Holiday,Weekday,2000-Q3,79
7210,2000-09-27,7210,237,Wednesday,September,2000,2000-Sep,27,271,39,2000-W39,2000-09-24,39,2000-W39,2000-09-25,Non-Holiday,Weekday,2000-Q3,79
7211,2000-09-28,7211,237,Thursday,September,2000,2000-Sep,28,272,39,2000-W39,2000-09-24,39,2000-W39,2000-09-25,Non-Holiday,Weekday,2000-Q3,79
